weekDay,date,Activity Type,dateTime,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Run Type,Distance Type,Weather,Location,Shoes
Monday,12/21/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,12/22/2020,Running,12/22/2020 7:16,FALSE,Athens Running,4,523,0:32:18,163,174,3.4,148,164,8:04,6:43,210,109,1.35,0,0,0,0,0,32:18:00,0:00,0,0:00,No,00:01.5,5,0,Recovery,Short Distance,43,"Whitehall Village, Barnett Shoals",Nike React Miler
Wednesday,12/23/2020,Running,12/23/2020 6:45,FALSE,Athens Running,6.01,707,0:43:23,165,178,3.9,154,167,7:13,5:57,469,454,1.44,0,0,0,0,0,43:23:00,0:00,0,0:00,No,00:01.8,7,0,Steady,Mid Distance,"36,clear",Campus,New Balance Fuel Cell Propel
Thursday,12/24/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,12/25/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,12/26/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,12/27/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,12/28/2020,Running,12/28/2020 9:25,FALSE,Athens Running,4.01,512,0:29:14,175,188,4,148,188,7:18,6:23,236,118,1.49,0,0,0,0,0,29:14:00,0:00,0,0:00,No,00:02.5,5,0,Steady,Short Distance,"48,clear","Whitehall, Barnett Shoals",New Balance Fuel Cell Propel
Tuesday,12/29/2020,Running,12/29/2020 9:13,FALSE,Athens Running,4.36,529,0:32:15,165,180,3.6,151,169,7:24,6:11,230,184,1.44,0,0,0,0,0,32:15:00,0:00,0,0:00,No,02:42.0,5,0,Steady,Short Distance,"45,clear","Snapfinger, Barnett Shoals",New Balance Fuel Cell Propel
Wednesday,12/30/2020,Running,12/30/2020 9:53,FALSE,Athens Running,3.01,366,0:23:34,156,178,3.1,150,162,7:50,7:07,18,29,1.37,0,0,0,0,0,23:34,0:00,0,0:00,No,00:04.0,4,0,Recovery,Short Distance,"46,cloudy",North Oconee Greenway,Nike React Miler
Thursday,12/31/2020,Running,12/31/2020 7:14,FALSE,Athens Running,7.01,876,0:52:50,168,178,4.3,151,173,7:32,5:59,445,348,1.42,0,0,0,0,0,52:50:00,0:00,0,0:00,No,00:01.6,8,0,Recovery,Short Distance,"46,cloudy",North Oconee Greenway,Nike React Miler
