weekDay,date,Activity Type,dateTime,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Run Type,Distance Type,Weather,Location,Shoes
Friday,7/2/2021,Running,7/2/2021 6:01,FALSE,Athens Running,8.01,"1,077",1:04:59,166,177,4.3,152,166,8:07,6:44,506,452,1.3,0,0,0,0,0,1:04:59,0:00,0,0:00,No,00:02.3,9,0,Easy,Mid Distance,"73,cloudy","Barnett Shoals, Ashton Place, Old Lexington",Saucony Endorphin Shift
Saturday,7/3/2021,Running,7/3/2021 8:05,FALSE,Athens Running,4.01,530,0:38:29,146,161,2.7,146,162,9:36,8:43,259,200,1.15,0,0,0,0,0,38:29:00,0:00,0,0:00,No,00:09.4,5,0,Recovery,Short Distance,"70,sunny",Barnett Shoals,Saucony Endorphin Shift
Sunday,7/4/2021,Running,7/4/2021 6:34,FALSE,Athens Running,13.11,"1,522",1:41:51,158,177,4.2,152,176,7:46,5:38,737,756,1.36,0,0,0,0,0,1:41:51,0:00,0,0:00,No,00:50.6,14,0,Distance,Long Distance,"66,cloudy","College Station, Campus",Saucony Endorphin Shift
Monday,7/5/2021,Running,7/5/2021 8:23,FALSE,Athens Running,3.15,396,0:29:39,142,155,2.3,147,160,9:25,7:42,118,68,1.16,0,0,0,0,0,29:39:00,0:00,0,0:00,No,01:26.2,4,0,Recovery,Short Distance,"73,cloudy",Barnett Shoals,Saucony Endorphin Shift
Tuesday,7/6/2021,Running,7/6/2021 6:25,FALSE,Athens Running,2.92,330,0:20:57,159,182,2.8,155,184,7:11,4:55,43,37,1.42,0,0,0,0,0,20:57,0:00,0,0:00,No,00:40.3,8,0,Track,Short Distance,"70,sunny",Track,Nike Pegasus 37
Tuesday,7/6/2021,Running,7/6/2021 7:02,FALSE,Athens Running,4.03,473,0:28:27,166,180,3.3,154,179,7:03,5:56,230,247,1.48,0,0,0,0,0,28:27:00,0:00,0,0:00,No,00:09.6,8,0,Tempo,Short Distance,"70,sunny",Campus,Nike Pegasus 37
Wednesday,7/7/2021,Running,7/7/2021 6:33,FALSE,Athens Running,6.01,743,0:47:00,158,171,3.5,155,170,7:49,6:43,366,342,1.33,0,0,0,0,0,47:00:00,0:00,0,0:00,No,00:04.6,7,0,Easy,Short Distance,"72,sunny","Barnett Shoals, Old Lexington",Saucony Endorphin Shift
Thursday,7/8/2021,Running,7/8/2021 17:40,FALSE,Athens Running,1.35,177,0:12:38,143,159,2.1,146,160,9:19,7:34,73,74,1.18,0,0,0,0,0,,,,,,,,,Recovery,Short Distance,"84,cloudy",Lake Herrick,Nike Pegasus 37
Thursday,7/8/2021,Running,7/8/2021 18:36,FALSE,Athens Running,4.92,679,0:46:50,151,171,3.2,144,158,9:31,7:37,350,351,1.17,0,0,0,0,0,,,,,,,,,Recovery,Short Distance,"84,sunny",Campus,Nike Pegasus 37
Friday,7/9/2021,Running,7/9/2021 6:53,FALSE,Athens Running,8,"1,062",1:04:35,163,176,4.3,151,179,8:04,7:03,464,454,1.32,0,0,0,0,0,,,,,,,,,Easy,Mid Distance,"73,cloudy","Barnett Shoals, Ashton Place, Old Lexington",Saucony Endorphin Shift
Saturday,7/10/2021,Running,7/10/2021 7:12,FALSE,Athens Running,2.97,391,0:32:27,139,163,2.1,145,167,10:56,7:55,180,203,1.01,0,0,0,0,0,,,,,,,,,Recovery,Short Distance,"72,clear",Lake Herrick,Nike Pegasus 37
Sunday,7/11/2021,Running,7/11/2021 7:04,FALSE,Athens Running,15.01,"1,874",1:59:55,163,176,4.7,150,181,7:59,5:24,718,676,1.34,0,0,0,0,0,,,,,,,,,Distance,Long Distance,"72,cloudy","Barnett Shoals, College Station, Campus",Saucony Endorphin Shift
Monday,7/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,7/13/2021,Running,7/13/2021 6:21,FALSE,Athens Running,8.02,"1,011",1:00:22,168,181,4.4,151,162,7:32,6:23,483,428,1.42,0,0,0,0,0,,,,,,,,,Steasy,Mid Distance,"72,cloudy","Barnett Shoals, Ashton Place, Old Lexington",Saucony Endorphin Shift
Wednesday,7/14/2021,Running,7/14/2021 5:53,FALSE,Athens Running,6.33,717,0:46:35,162,183,3.4,153,184,7:21,4:37,53,53,1.41,0,0,0,0,0,,,,,,,,,Track,Short Distance,,Track,Saucony Fastwitch 9
Thursday,7/15/2021,Running,7/15/2021 18:42,FALSE,Athens Running,4.28,590,0:33:50,172,185,3.8,147,167,7:54,5:31,294,229,1.38,0,0,0,0,0,,,,,,,,,Easy,Short Distance,"90,cloudy",Campus,Saucony Endorphin Shift
Friday,7/16/2021,Running,7/16/2021 6:25,FALSE,Athens Running,6.22,822,0:49:42,165,177,4,150,162,7:59,6:59,384,354,1.35,0,0,0,0,0,,,,,,,,,Easy,Short Distance,"73,clear","Barnett Shoals, Ashton Place, Old Lexington",Saucony Endorphin Shift
Saturday,7/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,7/18/2021,Running,7/18/2021 7:10,FALSE,Athens Running,16.01,"1,999",2:07:33,165,177,5,147,192,7:58,5:11,851,866,1.37,0,0,0,0,0,,,,,,,,,Distance,Long Distance,"73,clear","Barnett Shoals, College Station, Campus",Saucony Endorphin Shift
Monday,7/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,7/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,7/21/2021,Running,7/21/2021 6:05,FALSE,Athens Running,5.7,648,0:42:28,162,188,3.4,149,206,7:27,4:02,97,93,1.43,0,0,0,0,0,,,,,,,,,Track,Short Distance,light rain,Track,Saucony Fastwitch 9
Thursday,7/22/2021,Running,7/22/2021 6:19,FALSE,Athens Running,6.23,833,0:49:56,167,185,4.2,148,162,8:01,6:40,387,327,1.35,0,0,0,0,0,,,,,,,,,Easy,Short Distance,"72,cloudy","Barnett Shoals, Ashton Place, Old Lexington",Saucony Endorphin Shift
Friday,7/23/2021,Running,7/23/2021 6:22,FALSE,Athens Running,3.11,362,0:21:03,171,187,3.3,154,167,6:46,5:18,115,28,1.54,0,0,0,0,0,,,,,,,,,Tempo,Short Distance,"73,cloudy",Barnett Shoals,Saucony Fastwitch 9
Saturday,7/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,7/25/2021,Running,7/25/2021 12:03,FALSE,Athens Running,6.22,846,0:48:43,173,185,4.4,147,164,7:50,6:27,400,379,1.39,0,0,0,0,0,,,,,,,,,Easy,Short Distance,"75,cloudy","Barnett Shoals, Ashton Place, Old Lexingtion",Nike Pegasus 37
Monday,7/26/2021,Running,7/26/2021 18:55,FALSE,Athens Running,3.51,451,0:27:39,163,177,3.3,150,173,7:53,6:53,116,103,1.36,0,0,0,0,0,,,,,,,,,Easy,Short Distance,"79,clear",Barnett Shoals,Saucony Endorphin Shift
Tuesday,7/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,7/28/2021,Running,7/28/2021 5:34,FALSE,Athens Running,5.23,622,0:39:52,163,189,3.4,147,200,7:37,3:50,139,139,1.41,0,0,0,0,0,,,,,,,,,Track,Short Distance,"75,clear",Track,Saucony Fastwitch 9
Thursday,7/29/2021,Running,7/29/2021 18:37,FALSE,Athens Running,3.3,467,0:30:27,155,168,3,146,157,9:14,7:22,159,163,1.19,0,0,0,0,0,,,,,,,,,Recovery,Short Distance,"93,sunny",Campus,Nike Pegasus 37
Friday,7/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,7/31/2021,Running,7/31/2021 8:10,FALSE,Athens Running,0.99,87,05:09.8,170,189,2,161,210,5:12,4:09,27,18,1.92,0,0,0,0,0,,,,,,,,,Race,Short Distance,"77,sunny",Milledge Ave.,Saucony Fastwitch 9
Sunday,8/1/2021,Running,8/1/2021 7:52,FALSE,Athens Running,11.43,"1,561",1:32:59,170,186,5,145,177,8:08,6:31,768,681,1.37,0,0,0,0,0,,,,,,,,,Distance,Long Distance,"77,sunny","College Station, Campus",Nike Pegasus 37
Monday,8/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,8/3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,8/4/2021,Running,8/4/2021 5:43,FALSE,Athens Running,8.05,"1,105",1:04:02,171,184,4.8,146,167,7:57,6:46,442,365,1.39,0,0,0,0,0,,,,,,,,,Easy,Mid Distance,"70,cloudy","Barnett Shoals, Ashton Place, Old Lexington",Saucony Endorphin Shift
Thursday,8/5/2021,Running,8/5/2021 18:35,FALSE,Athens Running,4.94,642,0:37:36,167,187,3.9,147,169,7:36,5:25,313,307,1.44,0,0,0,0,0,,,,,,,,,Steasy,Short Distance,"86,sunny",Campus,Hoka Carbon X 2
Friday,8/6/2021,Running,8/6/2021 17:54,FALSE,Athens Running,6.22,789,0:48:32,161,173,3.7,147,158,7:48,6:46,390,352,1.4,0,0,0,0,0,,,,,,,,,Steasy,Short Distance,"82,cloudy","Barnett Shoals, Ashton Place, Old Lexington",Nike Pegasus 37
Saturday,8/7/2021,Running,8/7/2021 9:25,FALSE,Athens Running,2,280,0:21:19,141,155,2.1,143,160,10:39,7:40,105,118,1.06,0,0,0,0,0,,,,,,,,,Recovery,Short Distance,"81,sunny",Barnett Shoals,Saucony Endorphin Shift
Saturday,8/7/2021,Running,8/7/2021 9:51,FALSE,Athens Running,2.14,307,0:19:48,153,166,2.6,143,154,9:15,8:29,114,46,1.21,0,0,0,0,0,,,,,,,,,Recovery,Short Distance,"81,sunny",Barnett Shoals,Saucony Endorphin Shift
Sunday,8/8/2021,Running,8/8/2021 7:16,FALSE,Athens Running,12.01,"1,514",1:34:18,164,176,4.5,149,170,7:51,6:36,612,568,1.38,0,0,0,0,0,,,,,,,,,Distance,Long Distance,"70,cloudy","College Station, Campus",Saucony Endorphin Shift
